label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height,huePlantMean,satPlantMean,valPlantMean,huePlantStd,satPlantStd,valPlantStd,huePlantMedian,satPlantMedian,valPlantMedian
R1,488,20,1489,1509,20260128_110847.jpg,2992,2992,0.06927746277680998,0.6851802726931808,0.2742628063143637,0.016681733236485786,0.11097587469346887,0.08952560663824503,0.06969696969696969,0.6911764705882354,0.25098039215686274
R2,468,190,1391,1916,20260128_110950.jpg,2992,2992,0.08157858894685736,0.6792830717303616,0.2857394564031843,0.02296317510910868,0.11422432612287733,0.09886196625906546,0.07692307692307693,0.6666666666666666,0.2627450980392157
R3,304,0,1818,2054,20260128_111113.jpg,2992,2992,0.07925079982547763,0.6222845605767782,0.3980334798216348,0.03172141486584597,0.13988364115399335,0.12009051850116172,0.07407407407407408,0.6083333333333333,0.38431372549019605
R4,370,223,1863,1863,20260128_111208.jpg,2992,2992,0.06946238919968946,0.6289234503729312,0.3184296154767448,0.0190655311071417,0.12812173878115887,0.11113487439628478,0.06884057971014491,0.6304347826086957,0.2901960784313725
R5,291,335,1896,1745,20260128_111301.jpg,2992,2992,0.07904010106327157,0.6358836075682278,0.2822447332737948,0.026922440570780064,0.15004001948166262,0.09858181890256613,0.0740740740740741,0.6233766233766234,0.27058823529411763
G1,566,499,1726,1240,20260128_111659.jpg,2992,2992,0.17636349483428326,0.983762065393483,0.444948314714524,0.014386168710815066,0.04651572685349079,0.11457361190930884,0.1753472222222222,1.0,0.43529411764705883
G2,153,814,1745,1608,20260128_111749.jpg,2992,2992,0.17194736264986268,0.9855184262073471,0.4599277026788142,0.00929535967450065,0.04331907265415298,0.09410667771471355,0.17372881355932204,1.0,0.4588235294117647
G3,632,748,1568,1739,20260128_111831.jpg,2992,2992,0.17140818040205866,0.984797500566022,0.5027543094004715,0.011251271339869468,0.04232099372419779,0.1045642804525057,0.17338709677419353,1.0,0.4823529411764706
G4,166,860,1555,1667,20260128_111919.jpg,2992,2992,0.17441330856809784,0.9810472054018682,0.4558862223283541,0.01131181804375083,0.05832242038122903,0.09281155337393578,0.17500000000000002,1.0,0.45098039215686275
G5,265,958,1765,2034,20260128_112006.jpg,2992,2992,0.17154249674226038,0.9862773468136745,0.5077414025086106,0.012593129570336184,0.049270248953526434,0.10931663422198344,0.17146282973621105,1.0,0.5019607843137255
G6,166,7,1824,2027,20260128_112224.jpg,2992,2992,0.1753499895642379,0.9707572130017112,0.4743907656308882,0.016862490913670584,0.0880899171451181,0.11866175194676906,0.1768707482993197,1.0,0.45098039215686275
G7,501,656,1772,1240,20260128_112314.jpg,2992,2992,0.17788102213776608,0.9749119893003176,0.4369142281504704,0.014998786345049638,0.06922805860633038,0.08830143176151829,0.17639902676399025,1.0,0.43137254901960786
G8,101,223,2073,1890,20260128_112355.jpg,2992,2992,0.18004140572628596,0.9873555183554086,0.4909770308530319,0.013200325497421136,0.037566508937697404,0.08895821413624465,0.1786786786786787,1.0,0.4823529411764706
G9,278,20,1896,1831,20260128_112504.jpg,2992,2992,0.1818297818539815,0.9784793108122212,0.52343742953435,0.016791785938232506,0.0517311470857927,0.09535013086386274,0.1810344827586207,1.0,0.5254901960784314
G10,271,282,1936,1732,20260128_112610.jpg,2992,2992,0.1741868748501731,0.9833113783931335,0.49632043166039,0.011483901756745773,0.05335380439425897,0.08991410876780746,0.17412935323383083,1.0,0.4980392156862745
R6,448,118,1706,1614,20260128_112857.jpg,2992,2992,0.06815091110040497,0.5476755198682246,0.3131927488257462,0.022168066520070973,0.11197580357134047,0.09425796053126104,0.0683760683760684,0.5512820512820513,0.3058823529411765
R7,527,151,1660,1732,20260128_113039.jpg,2992,2992,0.06244791281474423,0.5384412899988925,0.3093972035288553,0.021377432157498898,0.11012346814905355,0.10486682599598567,0.0612244897959184,0.5316455696202532,0.29411764705882354
R8,192,210,1785,1870,20260128_113129.jpg,2992,2992,0.06092454033668508,0.5532447091112015,0.29569324403166436,0.037986173704130134,0.13459352053176438,0.09986309372374952,0.05925925925925926,0.5555555555555556,0.27450980392156865
R9,435,190,1535,1719,20260128_113215.jpg,2992,2992,0.06353381284553086,0.4867108838472826,0.33806252636694595,0.03102647105113381,0.12092702994430549,0.10428875622618412,0.06190476190476193,0.4888888888888889,0.32156862745098036
R10,153,20,1804,1949,20260128_113343.jpg,2992,2992,0.06559343956848825,0.5554316307164366,0.25451857856818216,0.04255898803326868,0.12640499608024833,0.10025710318114553,0.06306306306306304,0.5510204081632653,0.22745098039215686
R11,324,39,1634,1680,20260128_113653.jpg,2992,2992,0.09987403713158584,0.715018559962903,0.33852107698141504,0.029823841574981243,0.14955761931452424,0.08152795111983056,0.09146341463414633,0.6933333333333332,0.3254901960784314
R12,304,210,2034,1909,20260128_113750.jpg,2992,2992,0.10278990961438438,0.7651295829441795,0.331911640275698,0.03084324410600213,0.14588745284865215,0.08460006011862882,0.10204081632653061,0.7580645161290324,0.3137254901960784
R13,422,118,1903,1890,20260128_113837.jpg,2992,2992,0.08882514259839812,0.6730555879894493,0.3435205402460938,0.0313178040592621,0.14562069078200887,0.0928137852848127,0.08222222222222224,0.6461538461538461,0.3254901960784314
R14,337,210,2054,1719,20260128_113923.jpg,2992,2992,0.08423953805720275,0.6874978125865124,0.35305478257347794,0.029801333630071633,0.134932670589136,0.10488263060012823,0.07801418439716311,0.6756756756756757,0.3333333333333333
R15,468,328,1667,1739,20260128_114013.jpg,2992,2992,0.08296218676760116,0.6693983536849577,0.36329668886705,0.03133176611215844,0.14417813602163154,0.0941830649548157,0.0737704918032787,0.6521739130434783,0.3411764705882353
G11,455,426,1555,1070,20260128_114412.jpg,2992,2992,0.16323831328201263,0.9852577365484797,0.44474650077893235,0.013132865266480756,0.05286587695094248,0.11095310742847582,0.16235632183908047,1.0,0.43529411764705883
G12,265,479,1339,1260,20260128_114509.jpg,2992,2992,0.17599232832503062,0.9940753086193056,0.3791340107819284,0.01306341437289455,0.02756268042559036,0.09967216753488671,0.17647058823529413,1.0,0.37254901960784315
G13,311,413,1883,1765,20260128_114559.jpg,2992,2992,0.1707981540783635,0.9933401974931835,0.521085122851761,0.013166875500329873,0.026241194365616432,0.11360862571990993,0.1697530864197531,1.0,0.5137254901960784
